name,category,lat,lon
MOS Burger,fast_food,1.2936708,103.859488
"Fast Food Chinese, Malay, Indian & Westen",fast_food,1.33139,103.948124
Kopitiam,fast_food,1.3076462,103.8628073
McDonald's,fast_food,1.3075121,103.8626356
Ananas Cafe,fast_food,1.3080055,103.8625176
Super Snacks,fast_food,1.2911649,103.7803239
McDonald's,fast_food,1.3693658,103.8472747
McDonald's,fast_food,1.3827588,103.8460242
Old Chang Kee,fast_food,1.3873471,103.8692856
Poolside,fast_food,1.3351252,103.776159
KFC,fast_food,1.3096254,103.7769661
Subway,fast_food,1.3094186,103.7769497
McDonald's,fast_food,1.3124773,103.76569
McDonald's,fast_food,1.2845434,103.842675
McDonald's,fast_food,1.3045417,103.8335522
McDonald's,fast_food,1.2828132,103.8653908
Texas Chicken,fast_food,1.281206,103.8642653
McDonald's,fast_food,1.3547625,103.9859391
McDonald's,fast_food,1.3936293,103.9134282
Texas Chicken,fast_food,1.4357105,103.7855193
KFC,fast_food,1.4045056,103.7904911
Burger King,fast_food,1.2892068,103.8471716
McDonald's,fast_food,1.3063341,103.8287244
McDonald's,fast_food,1.3468981,103.6802831
McDonald's,fast_food,1.3204752,103.8857837
,fast_food,1.3194952,103.6296184
KFC,fast_food,1.2854247,103.845301
McDonald's,fast_food,1.285139,103.8445746
KFC,fast_food,1.3001323,103.8558733
McDonald's,fast_food,1.2858396,103.8499658
Subway,fast_food,1.2745747,103.8437017
Burger King,fast_food,1.30074,103.8447846
KFC,fast_food,1.3001118,103.8449291
McDonald's,fast_food,1.3000112,103.8448902
KFC,fast_food,1.311325,103.8561406
Long John Silver's,fast_food,1.3112194,103.856195
McDonald's,fast_food,1.3113488,103.856206
KFC,fast_food,1.3203384,103.8434482
McDonald's,fast_food,1.3169709,103.8439049
KFC,fast_food,1.2651106,103.8200263
Long John Silver's,fast_food,1.2637442,103.8220689
McDonald's,fast_food,1.2648062,103.8204787
McDonald's,fast_food,1.3108167,103.8463678
McDonald's,fast_food,1.2913073,103.8572476
McDonald's,fast_food,1.4458327,103.7979862
McDonald's,fast_food,1.4402485,103.8011513
KFC,fast_food,1.4401399,103.8011875
KFC,fast_food,1.4374835,103.795144
Burger King,fast_food,1.4366685,103.786302
McDonald's,fast_food,1.4364211,103.7863743
McDonald's,fast_food,1.4352192,103.7871007
Burger King,fast_food,1.4293649,103.775234
Long John Silvers,fast_food,1.4300228,103.8356696
McDonald's,fast_food,1.3855592,103.7449778
McDonald's,fast_food,1.3813306,103.7520704
KFC,fast_food,1.3802125,103.7640618
McDonald's,fast_food,1.3793488,103.7644526
McDonald's,fast_food,1.3576092,103.7506387
KFC,fast_food,1.3967367,103.7466996
McDonald's,fast_food,1.3978719,103.74703
KFC,fast_food,1.3397386,103.7063969
Long John Silver's,fast_food,1.3386903,103.7050224
McDonald's,fast_food,1.3399002,103.7063392
MOS Burger,fast_food,1.2749353,103.8435698
McDonald's,fast_food,1.3321426,103.9137615
Burger King,fast_food,1.4417073,103.8245982
Subway,fast_food,1.3270462,103.8463159
Long John Silver's,fast_food,1.3015919,103.7986341
McDonald's,fast_food,1.2835358,103.81815
Burger King,fast_food,1.2636732,103.8214447
Carl's Jr.,fast_food,1.2639209,103.8226585
Texas Chicken,fast_food,1.2647543,103.8225004
Popeyes,fast_food,1.3109006,103.8565588
Bistro Bugis,fast_food,1.3004871,103.8554296
肯德基,fast_food,1.2838744,103.8172063
Subway,fast_food,1.2831186,103.8163425
McDonald's,fast_food,1.257543,103.820322
Wendy's,fast_food,1.333224,103.7423592
Skinny Pizza,fast_food,1.3335209,103.7429815
Food Court,fast_food,1.3444945,103.7352568
McDonald's,fast_food,1.3633811,103.8657643
McDonald's,fast_food,1.3534064,103.8709089
Burger King,fast_food,1.3570864,103.946686
McDonald's,fast_food,1.3019278,103.9059944
McDonald's,fast_food,1.3412309,103.8461844
Domino's,fast_food,1.3614111,103.8861523
Yoshinoya,fast_food,1.3001908,103.8558966
McDonald's,fast_food,1.3919593,103.7434289
Subway,fast_food,1.3972456,103.7468993
Yoshinoya,fast_food,1.3010193,103.8387119
A&W,fast_food,1.3387472,103.7051972
Subway,fast_food,1.2748406,103.8001666
Killney,fast_food,1.274862,103.8000887
Pastamania,fast_food,1.2746797,103.8003113
Burger King,fast_food,1.3296354,103.6812592
KFC,fast_food,1.342428,103.6926082
Subway,fast_food,1.3425427,103.6925473
House of Kebab,fast_food,1.300371,103.8597855
McDonald's,fast_food,1.3786011,103.9426149
McDonald's,fast_food,1.332626,103.8480163
KFC,fast_food,1.3768882,103.9552602
McDonald's,fast_food,1.3769257,103.9551851
Popeyes,fast_food,1.2998138,103.8476865
Popeyes,fast_food,1.303129,103.8730327
The Original Vadai,fast_food,1.3145445,103.8986286
McDonald's,fast_food,1.2872554,103.8032795
Subway,fast_food,1.3446777,103.9324439
McDonald's,fast_food,1.3445829,103.9324065
McDonald's,fast_food,1.3282417,103.7516147
McDonald's,fast_food,1.3477226,103.7444185
栄寿司,fast_food,1.2751991,103.8441253
Domino's Pizza,fast_food,1.3026589,103.8579546
Domino's,fast_food,1.3368915,103.8542889
Pizza Hut Delivery,fast_food,1.2806365,103.8423084
Pizza Hut Delivery,fast_food,1.301478,103.8617407
Pizza Hut,fast_food,1.3113699,103.8570718
Burger King,fast_food,1.3094045,103.7927184
McDonald's,fast_food,1.3341872,103.8509097
McDonald's / McCafé,fast_food,1.3061331,103.7909339
Krispy Kreme,fast_food,1.2562331,103.8200558
The Daily Scoop,fast_food,1.3104292,103.7964163
Sunday Folks,fast_food,1.3117125,103.7968517
KFC,fast_food,1.4035011,103.7968388
Subway,fast_food,1.2838475,103.8173042
栄寿司,fast_food,1.3557071,103.9895741
Subway,fast_food,1.3543532,103.9884895
Burger King,fast_food,1.3567461,103.9892933
Krispy Kreme,fast_food,1.3563144,103.9888303
McDonald's,fast_food,1.3540391,103.9883591
McDonald's,fast_food,1.3195729,103.8272994
Popeyes,fast_food,1.3473747,103.6801213
Subway,fast_food,1.346901,103.6802059
McDonald's,fast_food,1.3837892,103.7704405
Subway,fast_food,1.3801428,103.7641014
Dunkin' Donuts,fast_food,1.380088,103.7644059
Burger King,fast_food,1.3795604,103.7645843
KFC,fast_food,1.3853619,103.7446865
MOS Burger,fast_food,1.3853152,103.744779
Hot Shotz,fast_food,1.2863502,103.8494199
McDonald's,fast_food,1.3495845,103.7502871
Mr Bean,fast_food,1.3330543,103.8473872
Domino's,fast_food,1.3457624,103.9380472
McDonald's,fast_food,1.3427681,103.9533766
McDonald's,fast_food,1.3016348,103.9128221
Old Chang Kee,fast_food,1.3117357,103.8719053
McDonald's,fast_food,1.3345833,103.9623221
O'day,fast_food,1.3039511,103.8340955
J Express,fast_food,1.3092436,103.777187
,fast_food,1.3062024,103.8559451
Each a Cup,fast_food,1.3115542,103.7783083
McDonald's,fast_food,1.2936409,103.8323815
McDonald's,fast_food,1.4100416,103.9057769
Chawang Bistro,fast_food,1.4045401,103.7906592
Safari Sizzles,fast_food,1.4039221,103.7888131
Bongo Burgers,fast_food,1.3209447,103.7066399
Dunkin',fast_food,1.3620707,103.9914317
Owl Transit,fast_food,1.36202,103.9914766
栄寿司,fast_food,1.3621331,103.9914592
Mong Nonya Delight,fast_food,1.300097,103.8536807
大樂海南白雞飯 Tai Loke Hainan Chicken Rice,fast_food,1.3000761,103.8537071
Eleven Finger (Eu kee) Scissors Curry Rice,fast_food,1.3001174,103.8536539
Leong Yeow,fast_food,1.3009739,103.8543496
永發飯館 Yong Fa Eating House,fast_food,1.3010406,103.8543159
Fried Carrot Cake,fast_food,1.3010094,103.854285
香濃咖啡屋 Aroma Café,fast_food,1.3009601,103.8543294
Queen St. Prawn Noodles,fast_food,1.3010267,103.8542963
Turkish Kebab & Grill,fast_food,1.2987266,103.8559765
Super Chicken,fast_food,1.2990287,103.8561237
Tong Cheng Yuan Soya Bean,fast_food,1.3009904,103.854371
Rice garden,fast_food,1.3009452,103.854307
Burger King,fast_food,1.3083083,103.8623763
Foodqulique,fast_food,1.3059032,103.8607785
McDonald's,fast_food,1.3784072,103.762591
Burger King,fast_food,1.293312,103.8553767
Burger King,fast_food,1.2951606,103.860263
Swensens,fast_food,1.2913974,103.8582326
Carl's Jr.,fast_food,1.2915181,103.858026
Subway,fast_food,1.2935827,103.859497
McDonald's,fast_food,1.2946108,103.8600784
Subway,fast_food,1.3587242,103.752081
Domino's,fast_food,1.3419818,103.7752722
Five Guys,fast_food,1.2999437,103.8448848
Subway,fast_food,1.2798471,103.8529013
肯德基,fast_food,1.3498286,103.7494787
KFC,fast_food,1.3502758,103.7190997
Food court,fast_food,1.4500749,103.822264
McDonald's,fast_food,1.3422465,103.7761691
Burger King,fast_food,1.3227899,103.9220562
KFC,fast_food,1.3273721,103.6782508
McDonald's,fast_food,1.327364,103.6784171
Subway,fast_food,1.3270985,103.6784948
Subway,fast_food,1.3301312,103.9004749
Domino's,fast_food,1.3504786,103.7255189
Subway,fast_food,1.2552278,103.8175128
Domino's,fast_food,1.3063807,103.8959418
Subway,fast_food,1.2915958,103.8562563
Rite Pizza,fast_food,1.3324656,103.9270204
Tian Tian Chicken Rice,fast_food,1.2804512,103.8447853
Domino's,fast_food,1.3788268,103.941808
Astons,fast_food,1.3879084,103.9869669
Rasa Rasa,fast_food,1.3887768,103.9868841
Rasa Rasa @ Kampong Changi,fast_food,1.3897472,103.9865698
McDonald's,fast_food,1.3373089,103.9214889
McDonald's,fast_food,1.3243472,103.9291499
Pepper Lunch,fast_food,1.3245025,103.9297975
KFC,fast_food,1.3128686,103.9243179
McDonald's,fast_food,1.4359437,103.8377971
McDonald's,fast_food,1.3124773,103.923353
Yong's Teochew Kueh,fast_food,1.3063057,103.9057319
McDonald's,fast_food,1.331985,103.9257716
McDonald's,fast_food,1.3439551,103.7382039
Texas Chicken,fast_food,1.3773911,103.9034125
McDonald's,fast_food,1.3184239,103.8925608
Burger King,fast_food,1.3189652,103.8924113
KFC,fast_food,1.3851177,103.7658522
Kebab Faktory,fast_food,1.3123037,103.900234
Long John Silver's,fast_food,1.3782897,103.7634624
Nee,fast_food,1.3091621,103.9026673
McDonald's,fast_food,1.3585427,103.886344
Domino's,fast_food,1.3397249,103.8854512
Kate Jubilee,fast_food,1.4332908,103.8415936
Burger King,fast_food,1.2857242,103.8496553
MOS Burger,fast_food,1.2829985,103.8491447
KFC,fast_food,1.4299643,103.8279758
Domino's,fast_food,1.4270063,103.8261636
McDonald's,fast_food,1.4267083,103.8260764
Popeyes,fast_food,1.3010204,103.8379778
Juice Clinic,fast_food,1.3006848,103.8591337
McDonald's,fast_food,1.3673955,103.8563817
Opah Satay,fast_food,1.301825,103.8584852
Tashdash,fast_food,1.3017965,103.8584558
Peaches Juice Bar,fast_food,1.3015494,103.8582351
Tutti Frutti,fast_food,1.300473,103.859715
Go Tarboush,fast_food,1.3018723,103.8585253
Broadway,fast_food,1.4497199,103.797595
Subway,fast_food,1.2925479,103.8106526
Subway,fast_food,1.2992102,103.8428739
Subway,fast_food,1.3294939,103.6829381
肯德基,fast_food,1.3083611,103.7622894
Domino's,fast_food,1.3122651,103.7600281
Canadian Pizza,fast_food,1.3239502,103.8527402
4Fingers  Crispy Chicken,fast_food,1.3263941,103.8433886
McDonald's,fast_food,1.392401,103.8952432
Subway,fast_food,1.3920852,103.8952904
Burger King,fast_food,1.3923931,103.8953305
Yoshinoya,fast_food,1.3917937,103.8946112
MOS Burger,fast_food,1.3925273,103.8950203
KFC,fast_food,1.3923384,103.8953232
Long John Silver's,fast_food,1.3359439,103.8889897
Yoshinoya,fast_food,1.3534023,103.9402585
McDonald's,fast_food,1.3351169,103.746041
McDonald's,fast_food,1.3540635,103.9595792
McDonald's,fast_food,1.3533328,103.9544495
nomVnom Bistro,fast_food,1.2892764,103.8466946
MOS Burger,fast_food,1.4356684,103.7857656
Yoshinoya,fast_food,1.4357231,103.7859534
4Fingers Crispy Chicken,fast_food,1.4362657,103.7864505
KFC,fast_food,1.3657834,103.7498113
Domino's,fast_food,1.3769944,103.7445718
Pepper Lunch,fast_food,1.3921865,103.8947774
Maki-San,fast_food,1.3919961,103.8948471
Le Chasseur,fast_food,1.3207537,103.8995784
肯德基,fast_food,1.3540657,103.9600853
Kim Choo Kueh Chang,fast_food,1.3058066,103.9045436
Guangdong Porridge,fast_food,1.2790696,103.841617
Yed & deen,fast_food,1.2791077,103.8415996
添福珍寶莆田海鮮,fast_food,1.3109442,103.859903
Long John Silver's,fast_food,1.3188694,103.8942748
Carl's Jr.,fast_food,1.3186183,103.8937265
McDonald's,fast_food,1.3741881,103.9515336
Subway,fast_food,1.2975217,103.8496312
争鲜Gogo,fast_food,1.3716078,103.8935834
Pepper Lunch,fast_food,1.372314,103.8939275
Subway,fast_food,1.3750192,103.882911
Chinatown Complex Foodcourt,fast_food,1.2854002,103.8429495
肯德基,fast_food,1.3821812,103.8934807
,fast_food,1.2807564,103.8515718
Long John Silver's,fast_food,1.4400275,103.800877
Coffee hut,fast_food,1.3076095,103.8568778
LiHO here somewhere,fast_food,1.2830784,103.8483408
Happy Hawkers,fast_food,1.4041703,103.9084261
Jinjja Chicken,fast_food,1.2999534,103.8540605
Gustoso,fast_food,1.3141752,103.7653089
Pulut Tai Tai,fast_food,1.3376318,103.6968154
Paradise Gastronomy,fast_food,1.3018822,103.8536017
Subway,fast_food,1.3029006,103.8527107
Rong Kee Delights,fast_food,1.3004423,103.8532865
ChangCheng mi Wah,fast_food,1.3004244,103.8533281
New Rong Liang Ge Cantonese Roasted Duck Double Boiled Soup,fast_food,1.3001477,103.8536186
Pastamania,fast_food,1.3966315,103.8871801
Golden Pillow 933,fast_food,1.3332423,103.9027802
Duck Master,fast_food,1.2843651,103.8429834
Green Croft,fast_food,1.2771431,103.8524055
Eat,fast_food,1.3189769,103.8929127
Jollibee,fast_food,1.3188921,103.892937
KFC,fast_food,1.370751,103.845872
Burger King,fast_food,1.3027818,103.7650612
Salad & Kebab Corner,fast_food,1.2834006,103.8488154
,fast_food,1.2812538,103.8484031
food china town near,fast_food,1.2812649,103.848395
Guzman y Gomez,fast_food,1.322515,103.8135903
McDonald's,fast_food,1.3492927,103.9477703
,fast_food,1.3019475,103.876515
Subway,fast_food,1.3024368,103.8769555
Long John Silver's,fast_food,1.302033,103.8767042
Subway,fast_food,1.3535523,103.9400084
Secret Recipe,fast_food,1.3004991,103.8449609
McDonald's,fast_food,1.3781178,103.7489009
Poke Doke,fast_food,1.2935765,103.8596553
Food corner,fast_food,1.3074798,103.8566905
肯德基,fast_food,1.3328039,103.9136248
stuff'd,fast_food,1.4068187,103.901724
Big Bowls Project,fast_food,1.2795201,103.8468049
McDonald's,fast_food,1.2865108,103.8274757
Subway,fast_food,1.2862613,103.8278349
Soup Spoon,fast_food,1.2862755,103.8277694
4FINGERS,fast_food,1.2862914,103.8276987
KFC,fast_food,1.2865231,103.8274137
MOS Burger,fast_food,1.2865125,103.8272421
Subway,fast_food,1.3507029,103.8721922
Texas Chicken,fast_food,1.3507234,103.8726454
Nene Chicken,fast_food,1.3508487,103.8724858
Burger King,fast_food,1.3501975,103.8730375
肯德基,fast_food,1.3501719,103.8730747
Yoshinoya,fast_food,1.3500733,103.87318
Jollibee,fast_food,1.3342506,103.9630449
McDonald's,fast_food,1.3327737,103.8678801
肯德基,fast_food,1.3503478,103.8484038
4Fingers Crispy Chicken,fast_food,1.3502031,103.8482765
栄寿司,fast_food,1.3510408,103.8486681
Subway,fast_food,1.3501048,103.8482603
McDonald's,fast_food,1.3502711,103.848388
Long John Silver's,fast_food,1.3500824,103.8483568
MOS Burger,fast_food,1.3501913,103.8483722
Mr Bean,fast_food,1.3953136,103.8929279
Selera Rasa Nasi Lemak,fast_food,1.3240762,103.8141232
Old Chang Kee,fast_food,1.2513823,103.8182564
Burger King,fast_food,1.2741544,103.8014021
KFC,fast_food,1.2742859,103.8014521
Shiraz Kebabs,fast_food,1.3064157,103.8285748
Coconut Queen,fast_food,1.3026933,103.8349839
SAPPORO Petit Doughnut,fast_food,1.3027488,103.8350219
KFC,fast_food,1.302656,103.8344017
Old Chang Kee,fast_food,1.3720458,103.8936808
Asam Tree,fast_food,1.3719498,103.8940041
Wok Hey,fast_food,1.3720718,103.8937138
Domino's,fast_food,1.3706604,103.8564782
Domino's,fast_food,1.327458,103.9347283
Domino's,fast_food,1.2838114,103.815955
Sarpinos Pizza,fast_food,1.2840259,103.816009
Domino's,fast_food,1.3231261,103.8112481
Domino's,fast_food,1.3617966,103.7643092
Domino's,fast_food,1.3078388,103.7929045
Domino's,fast_food,1.3960781,103.872852
Domino's,fast_food,1.3270772,103.6786745
Domino's,fast_food,1.3367172,103.7429027
Domino's,fast_food,1.3731006,103.8375914
Domino's,fast_food,1.2987184,103.8393549
Canadian Pizza,fast_food,1.4267954,103.8261019
Domino's,fast_food,1.3123703,103.9247847
Domino's,fast_food,1.2803423,103.8479608
Domino's,fast_food,1.359267,103.9551526
Domino's,fast_food,1.2715752,103.8099378
Nene Chicken,fast_food,1.3398033,103.8853746
Domino's Pizza,fast_food,1.4341733,103.7754572
Domino's,fast_food,1.4304371,103.8385738
Eighteen Chefs,fast_food,1.2995518,103.8554658
Big Fish Small Fish,fast_food,1.299422,103.8555872
Subway,fast_food,1.2993707,103.8554887
Secret Recipe,fast_food,1.2637604,103.822556
Project Açaí,fast_food,1.2634876,103.8224302
McDonald's,fast_food,1.2649958,103.8214606
Subway,fast_food,1.2647066,103.8219796
Greendot,fast_food,1.2635185,103.821429
Subway,fast_food,1.3486551,103.6975962
Khana Basmati,fast_food,1.3094568,103.8544521
Old Chang Kee,fast_food,1.3002184,103.8445336
Heng Heng,fast_food,1.3119543,103.8396126
BBQ Chicken,fast_food,1.3119552,103.8396329
Heng,fast_food,1.3119591,103.8396688
Al-Amin,fast_food,1.3119618,103.8397008
TKR,fast_food,1.3119669,103.8397554
Chan Chan,fast_food,1.3119684,103.8397768
Best Satay,fast_food,1.3119707,103.8398167
Takara,fast_food,1.3119695,103.8397973
R&B Express,fast_food,1.3121596,103.8396186
Indian Palace,fast_food,1.3122427,103.8394183
Sun Wah,fast_food,1.3122697,103.8395213
Hajah Monah,fast_food,1.3120739,103.8397863
Pirate's,fast_food,1.3121789,103.8393451
Hanfa,fast_food,1.3119842,103.8393295
Yong Sung,fast_food,1.3119356,103.8393952
Oyster,fast_food,1.3119384,103.8394224
,fast_food,1.311944,103.8394836
All Best,fast_food,1.3119398,103.8394371
Happy Bak Kut Teh,fast_food,1.3119452,103.8395006
Alliance,fast_food,1.3119605,103.8396843
Jauriah,fast_food,1.3118528,103.83982
Kwang Kee,fast_food,1.3118517,103.8398025
Stingray,fast_food,1.3118502,103.8397833
Kwang Huat,fast_food,1.3118416,103.8396707
Kwee Heng,fast_food,1.3118402,103.8396358
Satay Popiah,fast_food,1.3118396,103.8396175
Hai Yan,fast_food,1.3118388,103.8395994
XO,fast_food,1.3118376,103.8395808
,fast_food,1.3118326,103.8395264
Sarah Nadiah,fast_food,1.3118309,103.8394987
Bangkok Express,fast_food,1.3118271,103.8394513
Sheng Da,fast_food,1.3118244,103.8394246
Indian Tandoori,fast_food,1.3118265,103.8394405
Lucky,fast_food,1.3120832,103.839769
Hajiah Turfan,fast_food,1.3121016,103.8397295
Faizur,fast_food,1.312107,103.8397132
Hai Kee,fast_food,1.3121172,103.8396909
Takara,fast_food,1.3121921,103.8395956
Hup Kee,fast_food,1.3122086,103.8395806
,fast_food,1.3122291,103.8395664
,fast_food,1.312254,103.8395392
,fast_food,1.3122099,103.8393804
Madina,fast_food,1.3121873,103.8393536
Goodman,fast_food,1.3122175,103.8393898
Chong Pang Huat,fast_food,1.3122267,103.8394003
Al-Noor Biasa,fast_food,1.3122491,103.8394271
Sin Sin,fast_food,1.312257,103.8394359
Norjaan,fast_food,1.3122709,103.8394514
Nasi Lemar,fast_food,1.3121118,103.8393178
Guan Kee,fast_food,1.3121021,103.8393189
,fast_food,1.3120841,103.8393208
Denmark,fast_food,1.3120604,103.8393227
Tanglin,fast_food,1.3120364,103.8393248
Indian Palace,fast_food,1.3120232,103.8393265
Indian Kitchen,fast_food,1.3119971,103.8393289
TKR,fast_food,1.3120717,103.8393216
McDonald's,fast_food,1.3014411,103.8362152
Maki-san,fast_food,1.3012934,103.8365265
Subway,fast_food,1.3011426,103.8359066
Subway,fast_food,1.3318406,103.8481697
MOS Burger,fast_food,1.332626,103.8482836
Old Chang Kee,fast_food,1.2933331,103.8564328
Mr Bean,fast_food,1.29576,103.7832514
Marrybrown,fast_food,1.2519554,103.8175038
Subway,fast_food,1.3343667,103.889365
McDonald's,fast_food,1.348334,103.7184195
McDonald's,fast_food,1.3097929,103.8639506
PizzaArc,fast_food,1.3159464,103.7575199
Chic-a-boo,fast_food,1.2913493,103.8567771
Saigon Rolls,fast_food,1.2807848,103.8537629
The Well,fast_food,1.2807401,103.853819
Saravanaa Bhavan,fast_food,1.3598546,103.9895289
Yoshinoya,fast_food,1.2647149,103.8200384
Mr Bean,fast_food,1.2649644,103.8204039
MOS Burger,fast_food,1.264212,103.8204887
Big Bird,fast_food,1.2643356,103.8203415
Simply Wraps,fast_food,1.2645488,103.82009
Dunkin',fast_food,1.2640378,103.8201537
Satay Street,fast_food,1.2803286,103.8501588
Old Chang Kee,fast_food,1.3311535,103.8687262
Mr Bean,fast_food,1.3313824,103.8684521
Gong yuan ma la tang,fast_food,1.2912968,103.8501729
Subway,fast_food,1.2913206,103.8502999
Dunkin',fast_food,1.2914838,103.8505449
Qiji,fast_food,1.2912577,103.8502051
Guzman y Gomez,fast_food,1.2913515,103.8504333
A Gan Guo Kui,fast_food,1.2913841,103.8500969
Potato Corner,fast_food,1.291294,103.8500066
McDonald's,fast_food,1.2916652,103.8495495
Stuff'd,fast_food,1.2912744,103.8501381
Krispy Kreme,fast_food,1.3921661,103.8949259
PastaGo,fast_food,1.3922651,103.8950179
Old Chang Kee,fast_food,1.3917095,103.8951651
Tip Top,fast_food,1.3922723,103.8952509
Shihlin Taiwan Street Snacks,fast_food,1.392254,103.894966
CocoCane,fast_food,1.3922637,103.8952956
D'Laksa,fast_food,1.3922781,103.8952159
Tori-Q,fast_food,1.3922896,103.8951298
Mr Bean,fast_food,1.3916606,103.895137
Nine Fresh Desserts Taiwan,fast_food,1.392343,103.895148
争鲜gogo,fast_food,1.3912802,103.8952964
Umi Sushi,fast_food,1.3918559,103.8952153
Wok Hey,fast_food,1.3923321,103.8952059
CocoCane,fast_food,1.4065817,103.9020788
Nam Kee Pau,fast_food,1.4059633,103.9022168
Burger King,fast_food,1.4067579,103.9023561
Pasta Play,fast_food,1.4065482,103.9022017
Dunkin',fast_food,1.4066248,103.9019337
Talad Thai Banana,fast_food,1.4066958,103.9019434
Shihlin Taiwan Street Snacks,fast_food,1.4066973,103.9018392
Crave,fast_food,1.4065985,103.9021599
Old Chang Kee,fast_food,1.4059236,103.9022687
Tori Q,fast_food,1.4066639,103.9025886
Jollibee,fast_food,1.4067504,103.9019749
Pezzo,fast_food,1.4065425,103.9021445
Dough Culture,fast_food,1.4059919,103.9023267
Wok Hey,fast_food,1.4059595,103.902377
Mr. Coconut,fast_food,1.4059326,103.9024287
Mr Bean,fast_food,1.4059093,103.9022968
我愛台妹,fast_food,1.4067296,103.9019313
Boost,fast_food,1.4064474,103.9019444
The Berry Spot,fast_food,1.2888628,103.8564965
Arnold's Fried Chicken,fast_food,1.4300288,103.8364383
MOS Burger,fast_food,1.4298927,103.835915
Burger King,fast_food,1.3176867,103.843772
Jollibee,fast_food,1.3334533,103.7419508
MOS Burger,fast_food,1.4065041,103.9022138
Gomgom,fast_food,1.3407312,103.96255
Wok Hey,fast_food,1.3001462,103.8559148
Jollibean,fast_food,1.299909,103.8558198
Nam Kee Pau,fast_food,1.3001238,103.8559594
Wow Tako,fast_food,1.3000624,103.8559446
Tori Q,fast_food,1.3001591,103.8559608
Four Fingers,fast_food,1.3010191,103.855298
Ayam Penyet Ria,fast_food,1.300429,103.8553869
Burger King,fast_food,1.33259,103.847618
McDonald's,fast_food,1.3308349,103.8546267
McDonald's,fast_food,1.3268678,103.8468097
US Pizza,fast_food,1.2917077,103.8494989
Subway,fast_food,1.2889162,103.8461642
Gangnam Corndog,fast_food,1.2893541,103.8466892
Maki-San,fast_food,1.299738,103.8475461
Sukiya,fast_food,1.3345528,103.9623981
MOS Burger,fast_food,1.2994566,103.7876661
Mr Bean,fast_food,1.2990909,103.7876858
Mr. Coconut,fast_food,1.3916478,103.8950023
Wok Hey,fast_food,1.3114607,103.8560056
Subway,fast_food,1.3112254,103.8563754
Umi Sushi,fast_food,1.3198236,103.9032462
Old Chang Kee,fast_food,1.3210241,103.9132946
McDonald's,fast_food,1.3504275,103.7254183
Shake Shack,fast_food,1.3602973,103.989959
McDonald's,fast_food,1.3491728,103.8901702
McDonald's,fast_food,1.373602,103.8376182
Subway,fast_food,1.3346836,103.7207896
Subway,fast_food,1.3257297,103.7247314
McDonald's,fast_food,1.3911091,103.8761135
Subway,fast_food,1.3008124,103.9059681
Subway,fast_food,1.3008124,103.9059681
KFC,fast_food,1.3021337,103.9051172
鼎泰豐,fast_food,1.3016997,103.905449
Subway,fast_food,1.3008124,103.9059681
KFC,fast_food,1.3334247,103.7431212
McDonald's,fast_food,1.3054682,103.8317122
MOS Burger,fast_food,1.3724997,103.8938742
Stuff'd,fast_food,1.3721562,103.8935052
Subway,fast_food,1.3725345,103.89388
Boost Juice,fast_food,1.3009938,103.905439
The Pack,fast_food,1.3099738,103.8640723
Megapicks,fast_food,1.3739403,103.9340348
Subway,fast_food,1.3733336,103.9335241
Foodsta Kitchen,fast_food,1.3237211,103.8516941
Eastern Rice Dumpling,fast_food,1.3232165,103.852508
Tuk Tuk Cha,fast_food,1.3507554,103.8723343
Ifry 爱小炒,fast_food,1.302564,103.8623239
Domino's,fast_food,1.3258715,103.8487734
Shake Shack,fast_food,1.2785923,103.8416918
Popeye,fast_food,1.3234635,103.9226622
Nature Bowl & Sushi,fast_food,1.2940881,103.7846233
Burger King,fast_food,1.336574,103.7833364
4Fingers Crispy Chicken,fast_food,1.3044559,103.8316039
Boost Juice Bar,fast_food,1.3041311,103.8321841
Xiang Ji Chicken Rice (Since 1986),fast_food,1.334692,103.8517293
Carl's Jr.,fast_food,1.336948,103.7789699
Acai-Guru,fast_food,1.3369827,103.7793757
Jollibee,fast_food,1.3396588,103.706429
Mr Bean,fast_food,1.3466439,103.6806811
McDonald's,fast_food,1.2744444,103.8016015
Burger King,fast_food,1.2916989,103.8564967
Jollibee,fast_food,1.2945568,103.8583587
Burger King,fast_food,1.4334749,103.7795935
Texas Chicken,fast_food,1.257053,103.8202079
Secret Recipe,fast_food,1.3320434,103.8494932
4Fingers Crispy Chicken,fast_food,1.3042007,103.8318627
4Fingers Crispy Chicken,fast_food,1.300602,103.8393356
4Fingers Crispy Chicken,fast_food,1.3622501,103.9906669
4Fingers Crispy Chicken,fast_food,1.3552889,103.986761
KFC,fast_food,1.3255152,103.9302589
KFC,fast_food,1.3247841,103.9299662
Jollibee,fast_food,1.3007082,103.8555982
KFC,fast_food,1.332944,103.8493539
KFC,fast_food,1.435969,103.7865096
KFC,fast_food,1.428813,103.8357469
KFC,fast_food,1.3202315,103.861781
KFC,fast_food,1.3534395,103.9404939
McDonald's,fast_food,1.3156004,103.7646087
McDonald's,fast_food,1.4299111,103.8356657
探魚,fast_food,1.4067913,103.9021667
McDonald's,fast_food,1.4068687,103.9018017
MOS Burger,fast_food,1.2778989,103.8526862
肯德基,fast_food,1.3487587,103.9336031
Popeyes,fast_food,1.3210375,103.8442033
Subway,fast_food,1.3250215,103.9299536
MOS Burger,fast_food,1.3246407,103.9295127
